,trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
224,DP0225,1,0;40334;40791;41252;41001;41028;0,8:37,15:31,112816,1353.792,50,49.2,200,1652.9920000000002,1
225,DP0226,1,0;40733;40541;40595;40694;0,8:4,11:56,55267,663.2040000000001,0,0.0,200,863.204,0
226,DP0227,1,0;40306;40343;40124;40800;0,8:46,11:47,34165,409.98,0,0.0,200,622.38,0
227,DP0228,1,0;40280;40747;40082;40858;0,8:6,11:59,41952,503.42400000000004,0,0.0,200,705.424,0
228,DP0229,1,0;40375;40088;40667;41097;0,8:30,13:42,49366,592.392,0,36.800000000000004,200,841.192,0
229,DP0230,1,0;40508;40596;40123;40336;0,8:3,12:24,49420,593.04,0,11.600000000000001,200,804.6400000000001,0
230,DP0231,1,0;40423;40547;40521;40241;0,8:3,11:32,61575,738.9,0,0.0,200,939.7,0
231,DP0232,1,0;40888;40674;40639;40713;0,8:6,10:51,23098,277.176,0,0.0,200,479.176,0
232,DP0233,1,0;40469;40497;40516;40007;0,8:39,12:9,73539,882.4680000000001,0,0.0,200,1089.6680000000001,0
233,DP0234,1,0;40540;40212;40381;40458;0,8:5,11:14,25524,306.288,0,9.200000000000001,200,517.488,0
234,DP0235,1,0;40654;40314;40042;40741;0,8:20,11:41,37109,445.308,0,0.0,200,645.308,0
235,DP0236,1,0;40021;40296;40398;40462;0,8:0,11:19,48340,580.08,0,0.0,200,780.0799999999999,0
236,DP0237,1,0;40798;40914;40621;40455;0,8:4,11:2,26066,312.79200000000003,0,0.0,200,512.792,0
237,DP0238,1,0;40831;40569;40566;40014;0,8:47,11:22,19010,228.12,0,0.0,200,441.32,0
238,DP0239,1,0;40762;40751;40310;40445;0,8:1,11:49,28499,341.988,0,20.400000000000002,200,562.3879999999999,0
239,DP0240,1,0;40663;40593;40221;41060;0,8:54,15:2,71832,861.984,0,56.400000000000006,200,1118.384,0
240,DP0241,1,0;40311;40738;40684;40201;0,8:10,10:51,21812,261.744,0,0.0,200,462.544,0
241,DP0242,1,0;40338;40973;40970;40216;0,8:9,11:16,20427,245.124,0,10.0,200,456.724,0
242,DP0243,1,0;40951;40141;41252;41025;41063;0,8:31,14:27,106421,1277.0520000000001,50,27.200000000000003,200,1554.252,1
243,DP0244,1,0;40549;40548;40689;40347;0,8:11,11:49,66346,796.152,0,0.0,200,996.1519999999999,0
244,DP0245,2,0;40808;40611;41012;41020;0,8:33,14:19,35536,497.504,0,65.60000000000001,300,863.104,0
245,DP0246,1,0;40994;40850;40133;40484;0,8:15,10:52,18155,217.86,0,0.0,200,417.86,0
246,DP0247,1,0;40450;40109;40767;40135;0,8:9,11:33,34291,411.492,0,7.6000000000000005,200,622.692,0
247,DP0248,1,0;40761;40261;40493;40628;0,8:2,10:59,27674,332.088,0,0.0,200,532.088,0
248,DP0249,1,0;40189;40012;40111;40983;0,8:11,10:44,16586,199.032,0,0.0,200,399.032,0
249,DP0250,1,0;40464;40670;40948;40908;0,8:18,11:6,20389,244.668,0,5.2,200,449.868,0
250,DP0251,2,0;40574;40792;40612;40872;41177;41275;0,8:26,15:17,129586,1814.204,50,37.6,300,2201.804,1
251,DP0252,1,0;40155;40828;0,8:52,12:18,98143,1177.7160000000001,0,0.0,200,1392.516,0
252,DP0253,1,0;40249;40290;0,8:2,10:57,25136,301.632,0,23.6,200,525.232,0
253,DP0254,1,0;40327;40286;0,8:56,10:35,3058,36.696,0,11.600000000000001,200,248.296,0
